doi,authors
10.1111/cpsp.12022,"['Sonja K. Schoenwald', 'Tara Mehta', 'Stacy L. Frazier', 'Elisa S. Shernoff']"
10.1097/jnn.0b013e3181b6be81,"['Esther Bay', 'Alla Sikorskii', 'Denise Saint Arnault']"
10.1007/bf02506818,"['Edwina S. Uehara', 'David T. Takeuchi', 'Michael Smukler']"
10.1111/j.1468-5906.2004.00230.x,"['Sung Joon Jang', 'Byron R. Johnson']"
10.1017/s1041610209990342,"['Ildri Kjølseth', 'Øivind Ekeberg', 'Sissel Steihaug']"
10.1017/gmh.2018.14,"['Wietse A. Tol', 'Jura Augustinavicius', 'Kenneth Carswell', 'Felicity L. Brown', 'Alex Adaku', 'Marx R. Leku', 'Claudı́a Garcia‐Moreno', 'Peter Ventevogel', 'Ross G. White', 'Mark van Ommeren']"
10.1007/s10578-017-0741-0,"['Nicholas D. Thomson', 'Luna C. Muñoz Centifanti']"
10.1080/136455799295087,['Steen Mangen']
10.1111/j.1751-9020.2012.00464.x,['Colin Barnes']
10.1080/10409289.2015.1005729,"['Joana Cadima', 'Ana Madalena Gamelas', 'Megan M. McClelland', 'Carla Peixoto']"
10.1037/xge0000175,"['Vivian L. Vignoles', 'Ellinor Owe', 'Maja Becker', 'Peter B. Smith', 'Matthew J. Easterbrook', 'Rupert Brown', 'Roberto González', 'Nicolás Didier', 'Diego Carrasco', 'María Paz Cadena', 'Siugmin Lay', 'Seth J. Schwartz', 'Sabrina E. Des Rosiers', 'Juan A. Villamar', 'Alin Gavreliuc', 'Martina Zinkeng', 'Robert Kreuzbauer', 'Peter Baguma', 'Mariana Martin', 'Alexander Tatarko', 'Ginette Herman', 'Isabelle de Sauvage', 'Marie Courtois', 'Ragna B. Garðarsdóttir', 'Charles Harb', 'Inge Schweiger Gallo', 'Paula Gil', 'Raquel Lorente Clemares', 'Gabriella Campara', 'George Nizharadze', 'Ma. Elizabeth J. Macapagal', 'Baland Jalal', 'David Bourguignon', 'Jianxin Zhang', 'Shaobo Lv', 'Aneta Chybicka', 'Masaki Yuki', 'Xiao Zhang', 'Agustín Espinosa', 'A.J.J. van der Valk', 'Sami Abuhamdeh', 'Benjamin Amponsah', 'Emre Özgen', 'Ebru Güner', 'Nil Yamakoğlu', 'Phatthanakit Chobthamkit', 'Tom Pyszczynski', 'Pelin Kesebir', 'Elvia Vargas Trujillo', 'Paola Balanta Cobo', 'Boris Cendales Ayala', 'Sílvia Helena Koller', 'Jas Laile Jaafar', 'Nicolay Gausel', 'Ronald Fischer', 'Taciano L. Milfont', 'Ersin Kusdil', 'Selinay Çağlar', 'Said Aldhafri', 'Maria Cristina Ferreira', 'Kassahun Habtamu Mekonnen', 'Qian Wang', 'Márta Fülöp', 'Ana Raquel Rosas Torres', 'Leôncio Camino', 'Flávia Cristina Silveira Lemos', 'Immo Fritsche', 'Bettina Möller', 'Camillo Regalia', 'Claudia Manzi', 'Maria Brambilla', 'Michael Harris Bond']"
10.2190/3796-dmb2-546q-y4aq,"['Jean Gérard', 'Laura Landry-Meyer', 'Jacqueline Guzell Roe']"
10.1080/1369183x.2019.1584525,['Sarah Kunz']
10.1177/0022146510394952,"['Melissa A. Milkie', 'Catharine H. Warner']"
10.1080/10911350902832142,"['Johnnie Hamilton‐Mason', 'J. Camille Hall', 'Joyce E. Everett']"
10.1080/0305764x.2014.960911,['Lorella Terzi']
10.1111/1467-6427.12033,['Alan Carr']
10.1177/0093854817734278,['Breanne Pleggenkuhle']
10.1080/10409280701282959,"['Florence Chang', 'Gisele M. Crawford', 'Diane M. Early', 'Donna Bryant', 'Carollee Howes', 'Margaret Burchinal', 'Oscar A. Barbarin', 'Richard M. Clifford', 'Robert C. Pianta']"
10.1080/21551197.2015.1031592,"['Jean Lloyd', 'Nancy S. Wellman']"
10.1598/rrq.41.1.3,"['Pia Rebello Britto', 'Jeanne Brooks‐Gunn', 'Terri M. Griffin']"
10.1332/030557312x655747,"['Vivien Lowndes', 'Kerry McCaughie']"
10.1002/jclp.22206,"['Anthony Bateman', 'Peter Fonagy']"
10.1080/13504630.2010.482422,['Magdalena López Rodríguez']
10.1146/annurev.so.21.080195.001033,"['Jeff Manza', 'Michael Hout', 'Clem\xad Brooks\xad']"
10.1186/1471-2458-13-1216,['Hsueh-Wen Chow']
10.1002/j.2161-1912.2007.tb00061.x,"['Sameera Ahmed', 'Linda A. Reddy']"
10.1023/a:1010323914202,['Lorraine C. Taylor']
10.1300/j084v11n01_05,"['Lawrence B. Schiamberg', 'Daphna Gans']"
10.1002/1097-0355(199122)12:2<88::aid-imhj2280120202>3.0.co;2-q,"['Linda Richter', 'K. W. Grieve']"
10.1016/j.ecoser.2012.07.009,"['Roldán Muradian', 'Laura Rival']"
10.1177/0894318411419210,['Callista Roy']
10.1037/0022-0663.94.1.79,"['John W. Fantuzzo', 'Christy McWayne']"
10.1080/00336297.2016.1268967,"['Dean Dudley', 'John Cairney', 'Nalda Wainwright', 'Dean Kriellaars', 'Drew Mitchell']"
10.1017/s0007114512001183,"['Xingwang Ye', 'Shilpa N. Bhupathiraju', 'Katherine L. Tucker']"
10.1086/603782,"['James A. Rosenthal', 'Victor Groze']"
10.1111/j.1530-0277.2001.tb02349.x,"['Julie A. Patock‐Peckham', 'JeeWon Cheong', 'Michelle E. Balhorn', 'Craig T. Nagoshi']"
10.1177/089124240001400402,['Robert Giloth']
10.1111/jomf.12266,"['Arya Ansari', 'Elizabeth T. Gershoff']"
10.1177/0895904805284118,"['Bruce D. Baker', 'Jill L. Dickerson']"
10.1177/0022343314535946,"['Mary Beth Altier', 'Christian Thoroughgood', 'John Horgan']"
10.1111/cdev.12023,"['Sara L. Sohr‐Preston', 'Laura V. Scaramella', 'Monica J. Martin', 'Tricia K. Neppl', 'Lenna Ontai', 'Rand D. Conger']"
10.1080/17565529.2011.582277,"['S. Wertz-Kanounnikoff', 'Bruno Locatelli', 'Sven Wunder', 'Maria Brockhaus']"
10.1080/17439884.2014.908908,"['Daniel S. Busso', 'Courtney Pollack']"
10.1017/s0954579417000220,"['Nancy E. Suchman', 'Cindy DeCoste', 'Thomas J. McMahon', 'Rachel Dalton', 'Linda C. Mayes', 'Jessica L. Borelli']"
10.1007/s10464-011-9479-1,"['Marc H. Bornstein', 'Diane L. Putnick', 'Joan T. D. Suwalsky']"
10.1111/emre.12128,"['Uracha Chatrakul Na Ayudhya', 'Rea Prouska', 'T. Alexandra Beauregard']"
10.5465/amle.9.3.zqr443,['Paul Shrivastava']
10.17161/foec.v37i4.6870,['Ken Seeley']
10.1037/h0080209,"['Sally A. Koblinsky', 'Kari Morgan', 'Elaine A. Anderson']"
10.1037/a0019160,"['Charles Glisson', 'Sonja K. Schoenwald', 'Anthony L. Hemmelgarn', 'Philip Green', 'Denzel Dukes', 'Kevin Armstrong', 'Jason E. Chapman']"
10.1080/02568540609594579,"['Audra Parker', 'Stacey Neuharth‐Pritchett']"
10.1037/dev0000232,"['Ellen A. Skinner', 'Jennifer Pitzer', 'Joel S. Steele']"
10.1093/bjsw/bch063,['Keith Brownlee']
10.1177/0957926514536839,['Amoshaun Toft']
10.1177/0162243919841695,['Victoria Pitts‐Taylor']
10.1177/2156587217696928,"['Amy L. Eva', 'Natalie M. Thayer']"
10.1111/j.1540-4560.1997.tb02458.x,['M. Brinton Lykes']
10.1046/j.1440-1614.2001.00920.x,['Mark Sheldon']
10.1037/pro0000055,"['Joyce P. Chu', 'Amy Leino', 'Samantha Pflum', 'Stanley Sue']"
10.1080/08985626.2011.566376,"['Sarah Drakopoulou Dodd', 'Briga Hynes']"
10.1080/15427609.2012.729907,"['Megan M. McClelland', 'Shannon B. Wanless']"
10.1002/(sici)1098-2779(1999)5:1<11::aid-mrdd2>3.0.co;2-u,"['Donald B. Bailey', 'Lynette S. Aytch', 'Samuel L. Odom', 'Frank J. Symons', 'Mark Wolery']"
10.1080/13501763.2017.1334081,"['Carsten Daugbjerg', 'Peter H. Feindt']"
10.1177/1043454218810137,"['Sheila Judge Santacroce', 'Shawn M. Kneipp']"
10.1037/a0037799,"['Christopher M. Layne', 'Johanna K. P. Greeson', 'Sarah A. Ostrowski', 'Soeun Kim', 'Stephanie Reading', 'Rebecca L. Vivrette', 'Ernestine C. Briggs', 'John A. Fairbank', 'Robert S. Pynoos']"
10.1093/sf/50.3.295,['Melvin L. Kohn']
10.1093/geronj/49.1.s14,"['Baila Miller', 'S. McFall', 'Richard T. Campbell']"
10.2337/dc17-1634,"['Elizabeth A. Pyatak', 'Kristine Carandang', 'Cheryl Vigen', 'Jeanine Blanchard', 'Jesús Díaz', 'Alyssa Concha-Chavez', 'Paola A. Sequeira', 'Jamie Wood', 'Robin Whittemore', 'Donna Spruijt‐Metz', 'Anne L. Peters']"
10.1111/j.1467-7660.2010.01644.x,"['Gert Van Hecken', 'Johan Bastiaensen']"
10.1037/ort0000101,"['Jocelyn Smith', 'Desmond Upton Patton']"
10.1257/jep.30.4.3,['Giovanni Peri']
10.1080/00036846.2012.671926,"['Didier Fouarge', 'Trudie Schils', 'Andries de Grip']"
10.1089/jpm.2011.0095,"['Eva Chittenden', 'Christine S. Ritchie']"
10.1111/j.1467-2979.2010.00392.x,"['Kevern L. Cochrane', 'Neil Andrew', 'Ana M. Parma']"
10.2307/585482,['Catherine S. Chilman']
10.5751/es-10385-230434,['Michael Ungar']
10.3109/17518429709025850,"['Seth Warschausky', 'Evan Cohen', 'Jeffrey G. Parker', 'Alytia A. Levendosky', 'Alexandra Okun']"
10.1093/ei/cbj011,"['Laura M. Argys', 'Daniel I. Rees', 'Susan L. Averett', 'Benjama Witoonchart']"
10.1080/1331677x.2018.1521295,"['Predrag Bejaković', 'Željko Mrnjavac']"
10.1080/07351698209533421,['L. Alan Sroufe']
10.1080/19485560903382338,"['David M. Almeida', 'Katherine McGonagle', 'Heather A. King']"
10.1080/15374416.2013.859079,"['Laura K. Murray', 'Stephanie Skavenski', 'Lynn Michalopoulos', 'Paul Bolton', 'Judith Bass', 'Itziar Familiar', 'Mwiya Imasiku', 'Judith A. Cohen']"
10.1016/j.sbspro.2012.09.777,"['Sérgio Ricardo Argollo da Costa', 'Vânia Barcellos Gouvêa Campos', 'Renata Albergaria de Mello Bandeira']"
10.1016/j.soscij.2008.12.009,"['Kristin Burnett', 'George Farkas']"
10.1080/02783190309554201,['Meredith J. Greene']
10.1080/13632434.2013.793493,['David Hopkins']
10.1177/0734282911428197,"['Jesse Erwin', 'Frank C. Worrell']"
10.1146/annurev-devpsych-121318-084804,"['Dieter Wolke', 'Samantha Johnson', 'Marina Mendonça']"
10.1371/journal.pmed.1003097,"['Martin Prince', 'Daisy Acosta', 'Mariella Guerra', 'Yueqin Huang', 'K. S. Jacob', 'Ivonne Z. Jiménez‐Velázquez', 'Jotheeswaran Amuthavalli Thiyagarajan', 'Juan J. Llibre Rodríguez', 'Aquiles Salas', 'Ana Luisa Sosa', 'Isaac Acosta', 'Rosie Mayston', 'Zhaorui Liu', 'Jorge J. Llibre‐Guerra', 'Matthew Prina', 'Adolfo Valhuerdi']"
10.1111/j.1545-5300.1990.00229.x,['John S. Rolland']
10.1111/j.1467-8624.2004.00666.x,"['Dina M. Karafantis', 'Sheri R. Levy']"
10.1093/pch/13.3.185,"['Carmen Rasmussen', 'Gail Andrew', 'Lonnie Zwaigenbaum', 'Suzanne Tough']"
10.5751/es-04393-160408,"['Chrispen Murungweni', 'Mark T. van Wijk', 'Jens Andersson', 'E.M.A. Smaling', 'K.E. Giller']"
10.1080/15017410309512609,['Colin Barnes']
10.1186/s12905-015-0225-y,"['Mechtilda Rwakarema', 'Shahirose Sadrudin Premji', 'Elias C. Nyanza', 'Ponsiano Riziki', 'Luz Palacios‐Derflingher']"
10.1037/a0020063,"['Noni K. Gaylord‐Harden', 'Jamila A. Cunningham', 'Grayson N. Holmbeck', 'Kathryn E. Grant']"
10.1080/00346760802063000,"['Stefano Lucarelli', 'Andrea Fumagalli']"
10.1111/j.1574-0862.2009.00406.x,"['Emmanuel Skoufias', 'Vincenzo Di Maro', 'Teresa González‐Cossío', 'Sonia Rodríguez Ramírez']"
10.1111/j.1545-5300.2004.04301006.x,['Ramón Rojano']
10.1037/h0099843,"['Janette E. Herbers', 'J. J. Cutuli', 'Laura M. Supkoff', 'Angela J. Narayan', 'Ann S. Masten']"
10.1177/0022146517693051,['Elizabeth A. Gage‐Bouchard']
10.1080/13676261.2011.565043,['Richard Eckersley']
10.1016/j.sbspro.2015.11.708,['Anastasia Nasibulina']
10.1080/10781919.2011.610722,"['Raija‐Leena Punamäki', 'Samir Qouta', 'Thomas Miller', 'Eyad El‐Sarraj']"
10.1093/scan/nsv109,"['Susanne Schweizer', 'N. Walsh', 'Jason Stretton', 'Valerie Dunn', 'Ian Goodyer', 'Tim Dalgleish']"
10.1080/02508281.2011.11081661,['Daniel Guttentag']
10.5860/choice.41-1815,['Shirin Rai']
10.1002/j.1556-6676.1997.tb02350.x,"['Margot Holaday', 'Ruth McPhearson']"
10.3102/0013189x12467366,['Ann S. Masten']
10.1002/mds.21684,['Andrew J. Lees']
10.1177/0266242610369751,['Bamidele Adekunle']
10.1590/s0034-759020190406,"['Rose Mary Almeida Lopes', 'Edmilson Lima']"
10.1177/1369148115612792,['Vivien A. Schmidt']
10.1002/imhj.10035,"['David Oppenheim', 'Nina Koren‐Karie']"
10.1177/0165025416687412,"['Ashenafi Kassahun Edossa', 'Ulrich Schroeders', 'Sabine Weinert', 'Cordula Artelt']"
10.3390/su11164503,"['Matthias Filser', 'Sascha Kraus', 'Norat Roig‐Tierno', 'Norbert Kailer', 'Ulrike Fischer']"
10.3102/0091732x030001065,"['Alfredo J. Artiles', 'Elizabeth B. Kozleski', 'Sherman Dorn', 'Carol A. Christensen']"
10.1212/wnl.0000000000002669,"['Jacqueline Hoare', 'Nicole Phillips', 'John A. Joska', 'Robert Paul', 'Kirsten A. Donald', 'Dan J. Stein', 'Kevin G. F. Thomas']"
10.1002/imhj.21390,"['Sheila Anderson', 'Lori A. Roggman', 'Mark S. Innocenti', 'G. A. Cook']"
10.1002/pits.20272,"['Vicki E. Snider', 'Rebecca Roehl']"
10.1007/s11524-014-9901-8,"['Pui Hing Chau', 'Michael K. Gusmano', 'Joanna OY Cheng', 'Sai Hei Cheung', 'Jean Woo']"
10.1080/09620210300200106,['Agnès van Zanten']
10.1080/02673037.2012.725831,['J. Rosie Tighe']
10.1080/14427591.2011.566917,"['Sarah Kantartzis', 'Matthew Molineux']"
10.1086/424544,['Maryah Stella Fram']
10.1080/1476772032000061833,['Stephen Carney']
10.1352/1944-7558-116.6.419,"['Catherine Wade', 'Gwynnyth Llewellyn', 'Jan Matthews']"
10.1177/1044207309358588,"['Andrea Vick', 'Ernie Lightman']"
10.1080/00224499709551859,"['Daniel Römer', 'Robert Hornik', 'Bonita Stanton', 'Maureen M. Black', 'Xiaoming Li', 'Izabel Ricardo', 'Susan Feigelman']"
10.1177/0950017009106771,"['Anna Pollert', 'Andy Charlwood']"
10.1002/ajpa.21459,"['Barbara A. Piperata', 'Jennifer E. Spence', 'Pedro Da‐Gloria', 'Mark Hübbe']"
10.5172/hesr.451.17.1.64,"['Jianghong Li', 'Anne McMurray', 'Fiona Stanley']"
10.3109/09638288.2010.514018,['Sally Lindsay']
10.2307/166360,['Óscar Altimir']
10.1186/s12966-020-01044-0,"['Paddy C. Dempsey', 'Stuart Biddle', 'Matthew P. Buman', 'Sébastien Chastin', 'Ulf Ekelund', 'Christine M. Friedenreich', 'Peter T. Katzmarzyk', 'Michael F. Leitzmann', 'Emmanuel Stamatakis', 'Hidde P. van der Ploeg', 'Juana Willumsen', 'Fiona Bull']"
10.1097/dbp.0000000000000598,"['Sara E. Grineski', 'Danielle X. Morales', 'Timothy W. Collins', 'Ricardo Rubio']"
10.1108/josm-05-2018-0121,"['Raymond P. Fisk', 'Alison Dean', 'Linda Alkire', 'Alison M. Joubert', 'Josephine Previte', 'Nichola Robertson', 'Mark S. Rosenbaum']"
10.1111/j.1467-9523.2004.00263.x,['Bill Reimer']
10.1177/088840649802100304,"['Thomas W. Sileo', 'Mary Anne Prater', 'John L. Luckner', 'Barbara Rhine', 'Harvey Rude']"
10.1177/031289620202701s14,['Anthony H. Winefield']
10.1016/j.rser.2014.03.005,"['Stephanie Hirmer', 'Heather Cruickshank']"
10.1177/0095798408314142,"['Linda Oravecz', 'Sally A. Koblinsky', 'Suzanne M. Randolph']"
10.1016/j.jtcme.2016.03.001,"['Satya Prakash Purohit', 'Balaram Pradhan']"
10.1080/01436590120037027,['Nana K. Poku']
10.3389/fpsyg.2014.00898,"['Simona de Falco', 'Alessandra Emer', 'Laura Martini', 'P. Rigo', 'Sonia Pruner', 'Paola Venuti']"
10.3389/fpsyg.2019.02365,"['Megan M. McClelland', 'Shauna L. Tominey', 'Sara A. Schmitt', 'Bridget E. Hatfield', 'David J. Purpura', 'Christopher R. Gonzales', 'Alexis Tracy']"
10.1177/1079063214544332,"['Jill S. Levenson', 'Gwenda M. Willis', 'David S. Prescott']"
10.1007/s11145-009-9164-z,"['Anne E. Cunningham', 'Jamie Zibulsky', 'Mia D. Callahan']"
10.1177/14680173030032006,['Kirsten Stalker']
10.1097/gh9.0000000000000135,"['Abdullah Nadeem', 'Areeba Ahsan', 'Rabeea Tariq', 'Areeba A.A. Basaria']"
10.1080/03054980902934662,"['Kathryn Ecclestone', 'Dennis Hayes']"
10.3390/su15043086,"['John Hopkins', 'Anne Bardoel']"
10.1353/jhr.2008.0008,"['Daniel Aaronson', 'Bhashkar Mazumder']"
10.1017/s0954579411000654,"['Linda van den Dries', 'Femmie Juffer', 'Marinus H. van IJzendoorn', 'Marian J. Bakermans‐Kranenburg', 'Lenneke R. A. Alink']"
10.1017/s0954579419000130,"['Allison M. LoPilato', 'Jean Addington', 'Carrie E. Bearden', 'Kristin S. Cadenhead', 'Tyrone D. Cannon', 'Barbara A. Cornblatt', 'Daniel H. Mathalon', 'Thomas H. McGlashan', 'Diana O. Perkins', 'Ming T. Tsuang', 'Scott W. Woods', 'Elaine F. Walker']"
10.1177/074193250102200602,"['Antonis Katsiyannis', 'Mitchell L. Yell', 'Renée Bradley']"
10.2307/3350040,['Charles E. Rosenberg']
10.1017/s095457941400073x,"['Kristin Bernard', 'Mary Dozier', 'Johanna Bick', 'M. Kathleen Gordon']"
10.1080/09687599.2011.618742,"['Edward Hall', 'Robert Wilton']"
10.1007/s10464-013-9576-4,"['Hugh F. Crean', 'Deborah Johnson']"
10.1080/10428230903306344,['Shoshana Pollack']
10.17730/humo.60.4.4bgnlmy60fkvq4r2,['John R. Campbell']
10.1002/j.2161-0045.2008.tb00162.x,['Donna E. Palladino Schultheiss']
10.32405/2308-8885-2022-4(106)-2-6,['Svitlana Hanaba']
10.2307/3588285,"['Martha Bigelow', 'Elaine Tarone']"
10.1080/13691457.2012.687713,['Jerry Tew']
10.1097/01.iyc.0000306373.48038.e6,"['Christopher C. Henrich', 'Dana M. Gadaire']"
10.1080/01421590903049806,"['LuAnn Wilkerson', 'Carl M. Stevens', 'Sally Krasne']"
10.1080/02783190509554320,"['Ursula M. Gardynik', 'Linda McDonald']"
10.1037/0003-066x.63.6.540,"['Daniel J. Christie', 'Barbara Tint', 'Richard V. Wagner', 'Deborah DuNann Winter']"
10.1111/jgs.15258,"['Adrian McCann', 'Helene McNulty', 'Jan Rigby', 'Catherine Hughes', 'Leane Hoey', 'Anne M. Molloy', 'Conal Cunningham', 'Miriam Casey', 'Fergal Tracey', 'Maurice O’Kane', 'Kevin McCarroll', 'Mary Ward', 'Katie Moore', 'JJ Strain', 'Adrian J. Moore']"
10.1509/jppm.30.2.264,"['Lucie K. Ozanne', 'Julie L. Ozanne']"
10.1177/0143831x12468904,"['Tomas Berglund', 'Bengt Furåker', 'Patrik Vulkan']"
10.3390/su15129443,"['Syed Mithun Ali', 'Andrea Appolloni', 'Fausto Cavallaro', 'Idiano D’Adamo', 'Assunta Di Vaio', 'Francesco Ferella', 'Massimo Gastaldi', 'Muhammad Ikram', 'Nallapaneni Manoj Kumar', 'Michael Martin', 'Abdul‐Sattar Nizami', 'İlhan Öztürk', 'Maria Pia Riccardi', 'Paolo Rosa', 'Ernesto D.R. Santibañez González', 'Claudio Sassanelli', 'Davide Settembre-Blundo', 'Raj Singh', 'Marzena Smol', 'Georgios Archimidis Tsalidis', 'Irene Voukkali', 'Nan Yang', 'Antonis A. Zorpas']"
10.1002/ajpa.22820,['Rebecca Gowland']
10.1017/s0140525x1800211x,['Nicolas Baumard']
10.1080/01587919.2010.502555,"['Krishnakumar Balasubramanian', 'P. Thamizoli', 'Abdurrahman Umar', 'Asha Kanwar']"
10.1353/foc.2016.0014,"['C. Cybele Raver', 'Clancy Blair']"
10.1017/s0144686x08007083,"['Gordon L. Clark', 'Kendra Strauss']"
10.1080/01596306.2013.822624,['Zeus Leonardo']
10.1111/1467-9604.00135,"['Kimberley Porteus', 'Glynis Clacherty', 'Leon Mdiya', 'Joy Pelo', 'Kgethi Matsai', 'Sibusiso Qwabe', 'David Donald']"
10.1177/0261018319868362,"['Andrew B. Jenks', 'Kelsey M. Obringer']"
10.1044/1092-4388(2006/055),"['Carol McDonald Connor', 'Holly K. Craig']"
10.1542/peds.99.6.e9,"['James A. Taylor', 'Robert L. Davis', 'Kathi J. Kemper']"
10.1037/a0024715,"['Jeremy Ginges', 'Scott Atran', 'Sonya Sachdeva', 'Douglas L. Medin']"
10.2307/2938957,['James Turner Johnson']
10.1080/0309877x.2015.1135885,['Mary A. Burston']
10.1177/016235320603000103,"['Seon-Young Lee', 'Paula Olszewski‐Kubilius']"
10.1177/0885066617696853,"['Amir Vahedian‐Azimi', 'Mohammadreza Hajiesmaeili', 'Mari Kangasniemi', 'Joana Fornés‐Vives', 'Rita L. Hunsucker', 'Farshid Rahimibashar', 'Mohamad Amin Pourhoseingholi', 'Leily Farrokhvar', 'Andrew C. Miller']"
10.4103/0019-5545.117134,['PriyvadanChandrakant Shastri']
10.1177/0263211x010292007,['Mark Brundrett']
10.1177/0193841x06291532,"['Anne Hungerford', 'Martha J. Cox']"
10.1080/13670050.2010.539670,['Ofelia Garcı́a']
10.1177/2158244014554391,"['Donna H. Odierna', 'Lisa Bero']"
10.1177/147322540100100202,['John Pitts']
10.1002/hec.591,"['Lori J. Curtis', 'Martin Dooley', 'Ellen L. Lipman', 'David Feeny']"
10.1177/2043808719865693,"['Philip D. Harvey', 'Martin Strassnig', 'Juliet Silberstein']"
10.5172/jamh.1.3.170,"['Maureen F. Dollard', 'Anthony H. Winefield']"
10.1037/fam0000271,"['Selin Zeytinoglu', 'Susan D. Calkins', 'Margaret M. Swingler', 'Esther M. Leerkes']"
10.1136/bmjopen-2019-029611,"['Mandy Cheetham', 'Suzanne Moffatt', 'Michelle Addison', 'Alice Wiseman']"
10.1177/0276146714527766,"['Teresa M. Pavia', 'Marlys J. Mason']"
10.1111/desc.12822,"['Sobanawartiny Wijeakumar', 'Aarti Kumar', 'Lourdes Delgado Reyes', 'Madhuri Tiwari', 'John P. Spencer']"
10.1080/10665684.2014.866869,['Sepehr Vakil']
10.1192/bjo.2019.7,"['Inge Petersen', 'André Janse van Rensburg', 'Fred Kigozi', 'Maya Semrau', 'Charlotte Hanlon', 'Jibril Abdulmalik', 'Lola Kola', 'Abebaw Fekadu', 'Oye Gureje', 'Dristy Gurung', 'Mark J. D. Jordans', 'Ntokozo Mntambo', 'James Mugisha', 'Shital Muke', 'Ruwayda Petrus', 'Rahul Shidhaye', 'Joshua Ssebunnya', 'Bethlehem Tekola', 'Nawaraj Upadhaya', 'Vikram Patel', 'Crick Lund', 'Graham Thornicroft']"
10.3850/s1793924011000873,"['Md. Mahmudul Alam', 'Chamhuri Siwar', 'Abul Quasem Al‐Amin']"
10.1353/eca.2015.0003,"['Adam Looney', 'Constantine Yannelis']"
10.2105/ajph.2008.145433,"['Cheryl L. Perry', 'Melissa H. Stigler', 'Monika Arora', 'K. Srinath Reddy']"
10.1080/02626667.2011.577037,['Ashok Swain']
10.1177/1359105316666657,"['Chrysanthi Leonidou', 'Georgia Panayiotou', 'Aspasia Bati', 'Maria Karekla']"
10.1177/1476718x13497354,"['Susanne A. Denham', 'Hideko H. Bassett', 'Chavaughn Brown', 'Erin Way', 'Jessica Steed']"
10.1111/sode.12071,"['Liliana J. Lengua', 'Cara J. Kiff', 'Lyndsey Moran', 'Maureen Zalewski', 'Stephanie F. Thompson', 'Rebecca C. Cortes', 'Erika J. Ruberry']"
10.1177/0956797613510949,"['Crystal C. Hall', 'Jiaying Zhao', 'Eldar Shafir']"
10.1111/desc.12027,"['C. Cybele Raver', 'Dana Charles McCoy', 'Amy E. Lowenstein', 'Rachel A. Pess']"
10.1017/s095457941600002x,"['Erika J. Ruberry', 'Liliana J. Lengua', 'Leanna Harris Crocker', 'Jacqueline Bruce', 'Michaela B. Upshaw', 'Jessica A. Sommerville']"
10.1177/0956797617711640,"['Tyler Sasser', 'Karen L. Bierman', 'Brenda S. Heinrichs', 'Robert L. Nix']"
10.1186/1939-4551-7-12,['Ruby Pawankar']
10.1017/s0020818300026448,['Robert W. Cox']
10.1080/10796126.2014.976185,"['Dana Charles McCoy', 'C. Cybele Raver']"
10.1111/desc.13084,"['Gary W. Evans', 'Martha J. Farah', 'Daniel A. Hackman']"
10.1080/10888691.2016.1257943,"['Jennifer Astuto', 'Martin D. Ruck']"
10.1080/03003930600896293,"['Nick Devas', 'Simon Delay']"
10.1080/13854046.2015.1029974,"['Alyssa Arentoft', 'Desiree Byrd', 'Jennifer Monzones', 'Kelly Coulehan', 'Armando Fuentes', 'Ana Rosario', 'Caitlin Miranda', 'Susan Morgello', 'Mónica Rivera Mindt']"
10.1659/mrd-journal-d-16-00092.1,"['Ang Sanu Lama', 'Sambriddhi Kharel', 'Tracy Ghale']"
10.1111/1468-2230.00190,['Paddy Ireland']
10.1108/jfc-04-2015-0020,"['Mastura Omar', 'Anuar Nawawi', 'Ahmad Saiful Azlin Puteh Salin']"
10.2105/ajph.82.5.703,['Nancy Krieger']
10.2307/2088784,"['Feliks Gross', 'Robert A. Dahl']"
10.32348/1852.4206.v12.n2.26482,"['Carolina Soledad Fracchia', 'María Soledad Segretin', 'María Julia Hermida', 'Lucía María Prats', 'Sebastián Javier Lipina']"
10.1080/09669582.2011.630079,['Fred Nelson']
10.17763/1943-5045-87.3.447,['Simone A. Fried']
10.1017/s135561771100018x,"['Kathryn Greenwood', 'Til Wykes', 'Thordur Sigmundsson', 'Sabine Landau', 'Robin G. Morris']"
10.1126/science.aal4230,"['Aylin Caliskan', 'Joanna J. Bryson', 'Arvind Narayanan']"
10.2218/resmedica.v21i1.510,['Thomas R. Prentice']
